Year,Value,SERIES
2014,4.4,SP_DYN_MRBF15
2018,2.6,SP_DYN_MRBF15
2022,2.2,SP_DYN_MRBF15
2014,22.9,SP_DYN_MRBF18
2018,14.3,SP_DYN_MRBF18
2022,12.5,SP_DYN_MRBF18
