Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,SG_DSR_SILS,,PT,,61.7
2022,SG_DSR_SILS,,PT,,80.9
2024,SG_DSR_SILS,,PT,,82.978723
