Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,COMMENT_OBS,SOURCE_DETAIL,GeoCode,Value
2014,SH_FPL_MTMM,,F,Y15T49,,PT,A,0,2022,Currently married women of age 15 - 49,"2014: KDHS , 2022: KDHS",,70.7
2022,SH_FPL_MTMM,,F,Y15T49,,PT,A,0,2022,Currently married women of age 15 - 49,"2014: KDHS , 2022: KDHS",,74.7
2014,SH_FPL_MTMM,,F,Y15T49,R,PT,A,0,2022,Currently married women of age 15 - 49,"2014: KDHS , 2022: KDHS",,66.7
2022,SH_FPL_MTMM,,F,Y15T49,R,PT,A,0,2022,Currently married women of age 15 - 49,"2014: KDHS , 2022: KDHS",,74.0
2014,SH_FPL_MTMM,,F,Y15T49,U,PT,A,0,2022,Currently married women of age 15 - 49,"2014: KDHS , 2022: KDHS",,76.7
2022,SH_FPL_MTMM,,F,Y15T49,U,PT,A,0,2022,Currently married women of age 15 - 49,"2014: KDHS , 2022: KDHS",,75.7
