Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2018,EG_IFF_RANDN,,KES,A,6,,2330
2019,EG_IFF_RANDN,,KES,A,6,,1348
2020,EG_IFF_RANDN,,KES,A,6,,380
2021,EG_IFF_RANDN,,KES,A,6,,2700
2022,EG_IFF_RANDN,,KES,A,6,,5400
2024,EG_IFF_RANDN,,KES,A,6,,5400
