Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2019,DC_TOF_TRDCML,,KES,,1438.0
2020,DC_TOF_TRDCML,,KES,,1938.0
2021,DC_TOF_TRDCML,,KES,,715.0
2022,DC_TOF_TRDCML,,KES,,1302.1
2023,DC_TOF_TRDCML,,KES,,1819.5
