Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,GeoCode,Value
2014,Stocks of intercepted wildlife products - Proxy,,Metric Tons,Normal value,Units,,137.3
2016,Stocks of intercepted wildlife products - Proxy,,Metric Tons,Normal value,Units,,40.6
2017,Stocks of intercepted wildlife products - Proxy,,Metric Tons,Normal value,Units,,56.3
2014,"Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1,15.c.1]",,Metric Tons,Normal value,Units,,137.3
2016,"Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1,15.c.1]",,Metric Tons,Normal value,Units,,40.6
2017,"Proportion of traded wildlife that was poached or illicitly trafficked [15.7.1,15.c.1]",,Metric Tons,Normal value,Units,,56.3
