Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2020,ER_OAW_MNACD,,PH,A,0,,7.93
2021,ER_OAW_MNACD,,PH,A,0,,7.99
2022,ER_OAW_MNACD,,PH,A,0,,7.94
2024,ER_OAW_MNACD,,PH,A,0,,7.93
