Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2016,SP_ROD_R2KM,,PT,A,0,2019,,61.4
2019,SP_ROD_R2KM,,PT,A,0,2019,,78.6
