Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,ER_MRN_MARIN,,PT,,17
2018,ER_MRN_MARIN,,PT,,17
2019,ER_MRN_MARIN,,PT,,17
2020,ER_MRN_MARIN,,PT,,17
2021,ER_MRN_MARIN,,PT,,17
2022,ER_MRN_MARIN,,PT,,17
2023,ER_MRN_MARIN,,PT,,17
2024,ER_MRN_MARIN,,PT,,17
