Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,6.4,,PT,_L_KE_100C01_01
2015,6.0,,PT,_L_KE_100C01_01
2016,8.5,,PT,_L_KE_100C01_01
2017,8.3,,PT,_L_KE_100C01_01
2018,8.2,,PT,_L_KE_100C01_01
2019,8.4,,PT,_L_KE_100C01_01
2020,8.4,,PT,_L_KE_100C01_01
2021,9.1,,PT,_L_KE_100C01_01
2022,8.0,,PT,_L_KE_100C01_01
2023,8.3,,PT,_L_KE_100C01_01
2024,10.6,,PT,_L_KE_100C01_01
