Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,17.0,,PT,ER_H20_LCMGM
2018,59.0,,PT,ER_H20_LCMGM
2019,60.0,,PT,ER_H20_LCMGM
2020,62.3,,PT,ER_H20_LCMGM
