Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,0.501433,,IX,_L_KE_020C01_03
2020,-0.338966,,IX,_L_KE_020C01_03
2021,0.102964,,IX,_L_KE_020C01_03
2022,0.01914,,IX,_L_KE_020C01_03
2023,-1.078283,,IX,_L_KE_020C01_03
2024,-0.153896,,IX,_L_KE_020C01_03
