Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,137.3,,T,ER_WLD_TRPOACH
2016,40.6,,T,ER_WLD_TRPOACH
2017,56.3,,T,ER_WLD_TRPOACH
2014,137.3,,T,_L_KE_150c01_01
2016,40.6,,T,_L_KE_150c01_01
2017,56.3,,T,_L_KE_150c01_01
