Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,33.0,,PT,IT_MOB_OWN
2016,44.4,,PT,IT_MOB_OWN
2019,47.3,,PT,IT_MOB_OWN
2024,53.7,,PT,IT_MOB_OWN
