Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1.3,,PT,_L_KE_100704_1
2016,1.1,,PT,_L_KE_100704_1
2017,1.0,,PT,_L_KE_100704_1
2018,1.0,,PT,_L_KE_100704_1
2019,1.0,,PT,_L_KE_100704_1
2020,1.0,,PT,_L_KE_100704_1
2021,1.1,,PT,_L_KE_100704_1
2022,1.13,,PT,_L_KE_100704_1
2023,1.34,,PT,_L_KE_100704_1
2024,1.16,,PT,_L_KE_100704_1
