Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,12.4,,PT,NV_IND_TECH
2015,14.5,,PT,NV_IND_TECH
2016,13.0,,PT,NV_IND_TECH
2017,12.6,,PT,NV_IND_TECH
2018,13.2,,PT,NV_IND_TECH
2019,13.4,,PT,NV_IND_TECH
2020,15.1,,PT,NV_IND_TECH
2021,15.2,,PT,NV_IND_TECH
2022,19.4,,PT,NV_IND_TECH
2023,23.7,,PT,NV_IND_TECH
2024,21.1,,PT,NV_IND_TECH
