Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,34.576,,PT,ER_PTD_TERR
2015,34.576,,PT,ER_PTD_TERR
2016,34.576,,PT,ER_PTD_TERR
2017,34.576,,PT,ER_PTD_TERR
2018,34.576,,PT,ER_PTD_TERR
2019,34.576,,PT,ER_PTD_TERR
2020,34.577,,PT,ER_PTD_TERR
2021,34.577,,PT,ER_PTD_TERR
2022,34.577,,PT,ER_PTD_TERR
2023,34.577,,PT,ER_PTD_TERR
2024,34.577,,PT,ER_PTD_TERR
2014,38.268,,PT,ER_PTD_FRHWTR
2015,38.268,,PT,ER_PTD_FRHWTR
2016,38.268,,PT,ER_PTD_FRHWTR
2017,38.268,,PT,ER_PTD_FRHWTR
2018,38.268,,PT,ER_PTD_FRHWTR
2019,38.268,,PT,ER_PTD_FRHWTR
2020,38.272,,PT,ER_PTD_FRHWTR
2021,38.272,,PT,ER_PTD_FRHWTR
2022,38.272,,PT,ER_PTD_FRHWTR
2023,38.272,,PT,ER_PTD_FRHWTR
2024,38.272,,PT,ER_PTD_FRHWTR
