Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,1.372354,,IX,_L_KE_020C01_05
2020,-0.346259,,IX,_L_KE_020C01_05
2021,-1.350883,,IX,_L_KE_020C01_05
2022,-0.30607,,IX,_L_KE_020C01_05
2023,0.596598,,IX,_L_KE_020C01_05
2024,9.2e-05,,IX,_L_KE_020C01_05
