Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,160450.2,,KES,DC_TOF_INFRAL
2019,151993.6,,KES,DC_TOF_INFRAL
2020,173340.7,,KES,DC_TOF_INFRAL
2021,143135.9,,KES,DC_TOF_INFRAL
2022,134109.3,,KES,DC_TOF_INFRAL
2023,139045.1,,KES,DC_TOF_INFRAL
2024,112423.0,,KES,DC_TOF_INFRAL
