Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,74.9,,PT,SH_ACS_DTP3
2015,79.5,,PT,SH_ACS_DTP3
2016,78.3,,PT,SH_ACS_DTP3
2017,68.4,,PT,SH_ACS_DTP3
2018,81.6,,PT,SH_ACS_DTP3
2022,89.2,,PT,SH_ACS_DTP3
2022,66.8,,PT,SH_ACS_MCV2
2022,91.2,,PT,SH_ACS_PCV3
2014,79.4,,PT,SH_ACS_VACN
2022,80.1,,PT,SH_ACS_VACN
