Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,0.554832,,IX,_L_KE_020C01_04
2020,-0.295069,,IX,_L_KE_020C01_04
2021,1.740646,,IX,_L_KE_020C01_04
2022,3.534038,,IX,_L_KE_020C01_04
2023,-0.336193,,IX,_L_KE_020C01_04
