Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,17956,,KES,DC_TOF_HLTHNT
2019,17956,,KES,DC_TOF_HLTHNT
2020,23683,,KES,DC_TOF_HLTHNT
2021,15249,,KES,DC_TOF_HLTHNT
2022,24203,,KES,DC_TOF_HLTHNT
2023,21459,,KES,DC_TOF_HLTHNT
2024,17120,,KES,DC_TOF_HLTHNT
