Year,Value,GeoCode,UNIT_MEASURE,SERIES
2018,197.32099,,KES,_L_KE_150a01_01
2019,395.016,,KES,_L_KE_150a01_01
2020,269.0,,KES,_L_KE_150a01_01
2021,208.0,,KES,_L_KE_150a01_01
2022,300.0,,KES,_L_KE_150a01_01
2023,1000.0,,KES,_L_KE_150a01_01
2024,330.0,,KES,_L_KE_150a01_01
