Year,Value,GeoCode,UNIT_MEASURE,SERIES
2014,204.8,,USD,_L_KE_060a01_01
2015,172.6,,USD,_L_KE_060a01_01
2016,220.5,,USD,_L_KE_060a01_01
2017,244.3,,USD,_L_KE_060a01_01
2018,295.3,,USD,_L_KE_060a01_01
2019,217.2,,USD,_L_KE_060a01_01
2020,206.9,,USD,_L_KE_060a01_01
2021,247.1,,USD,_L_KE_060a01_01
2023,261.0,,USD,_L_KE_060a01_01
