Year,Value,SERIES
2014,19.8,SG_GEN_PARL
2015,19.8,SG_GEN_PARL
2016,19.8,SG_GEN_PARL
2017,21.5,SG_GEN_PARL
2018,21.8,SG_GEN_PARL
2019,21.8,SG_GEN_PARL
2020,21.5,SG_GEN_PARL
2021,21.5,SG_GEN_PARL
2022,23.2,SG_GEN_PARL
2023,23.5,SG_GEN_PARL
