Year,Value,GeoCode,UNIT_MEASURE,SERIES
2019,-1.15004,,IX,_L_KE_020C01_02
2020,-0.591863,,IX,_L_KE_020C01_02
2021,0.161907,,IX,_L_KE_020C01_02
2022,2.998686,,IX,_L_KE_020C01_02
2023,0.93641,,IX,_L_KE_020C01_02
2024,0.414964,,IX,_L_KE_020C01_02
