Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2019,_L_KE_040301_01,,,,PT,A,0,2019,,21.9
2019,_L_KE_040301_01,,,R,PT,A,0,2019,,14.6
2019,_L_KE_040301_01,,,U,PT,A,0,2019,,20.4
2019,_L_KE_040301_01,,F,,PT,A,0,2019,,23.5
