Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2014,SL_TLF_MANF,,PT,A,0,2024,,12.1
2015,SL_TLF_MANF,,PT,A,0,2024,,12.9
2016,SL_TLF_MANF,,PT,A,0,2024,,12.7
2017,SL_TLF_MANF,,PT,A,0,2024,,12.3
2018,SL_TLF_MANF,,PT,A,0,2024,,12.2
2019,SL_TLF_MANF,,PT,A,0,2024,,12.1
2020,SL_TLF_MANF,,PT,A,0,2024,,11.6
2021,SL_TLF_MANF,,PT,A,0,2024,,11.6
2022,SL_TLF_MANF,,PT,A,0,2024,,11.7
2023,SL_TLF_MANF,,PT,A,0,2024,,11.5
2024,SL_TLF_MANF,,PT,A,0,2024,,11.5
