Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2018,_L_KE_171501_01,,PT,A,0,,70
2020,_L_KE_171501_01,,PT,A,0,,99
