Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2016,ER_GRF_PLNTSTOR,,NUMBER,A,0,,50323
2019,ER_GRF_PLNTSTOR,,NUMBER,A,0,,51405
