Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,TIME_DETAIL,GeoCode,Value
2014,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,27
2015,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,11
2016,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,14
2017,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,9
2018,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,8
2019,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,8
2020,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,8
2021,SH_HAP_HBSAG,,PER_100000_POP,A,0,2021,,8
