Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,ER_H2O_IWRMD,,PT,A,0,,52.6
2020,ER_H2O_IWRMD,,PT,A,0,,59.0
2023,ER_H2O_IWRMD,,PT,A,0,,62.0
