Year,SERIES,Reference area,UNIT_MEASURE,Observation status,Unit multiplier,Time period details,GeoCode,Value
2019,Floating plastic debris density (count per km2) [14.1.1],,Square kilometers,Normal value,Units,2022,,17698
2020,Floating plastic debris density (count per km2) [14.1.1],,Square kilometers,Normal value,Units,2022,,2092
2021,Floating plastic debris density (count per km2) [14.1.1],,Square kilometers,Normal value,Units,2022,,35360
2022,Floating plastic debris density (count per km2) [14.1.1],,Square kilometers,Normal value,Units,2022,,5272
