Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2014,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,8
2015,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,5
2016,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,5
2017,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,7
2018,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,7
2019,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,9
2020,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,8
2021,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,10
2022,Sustainable fisheries as a proportion of GDP [14.7.1],,Percent,,10
