Year,SERIES,Reference area,Sex,Age,UNIT_MEASURE,Observation status,Unit multiplier,Time period details,GeoCode,Value
2022,Proportion of population achieving at least a fixed level of proficiency in functional skills [4.6.1],,Female,15 to 24 years old,Percent,Normal value,Units,2022,,95.3
2022,Proportion of population achieving at least a fixed level of proficiency in functional skills [4.6.1],,Female,15 to 49 years old,Percent,Normal value,Units,2022,,91.0
2022,Proportion of population achieving at least a fixed level of proficiency in functional skills [4.6.1],,Male,15 to 24 years old,Percent,Normal value,Units,2022,,96.3
2022,Proportion of population achieving at least a fixed level of proficiency in functional skills [4.6.1],,Male,15 to 49 years old,Percent,Normal value,Units,2022,,93.9
