Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,GB_XPD_RSDV,,PT,A,0,,0.086246
2016,GB_XPD_RSDV,,PT,A,0,,0.09
2017,GB_XPD_RSDV,,PT,A,0,,0.09
2018,GB_XPD_RSDV,,PT,A,0,,0.08
2019,GB_XPD_RSDV,,PT,A,0,,0.37
2020,GB_XPD_RSDV,,PT,A,0,,0.01
2021,GB_XPD_RSDV,,PT,A,0,,0.01
2022,GB_XPD_RSDV,,PT,A,0,,0.17
2023,GB_XPD_RSDV,,PT,A,0,,0.04
2024,GB_XPD_RSDV,,PT,A,0,,0.05
