Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,SG_SCP_CORMEC,,BOOL,,0
2015,SG_SCP_CORMEC,,BOOL,,0
2016,SG_SCP_CORMEC,,BOOL,,1
2017,SG_SCP_CORMEC,,BOOL,,1
2018,SG_SCP_CORMEC,,BOOL,,1
2019,SG_SCP_CORMEC,,BOOL,,1
2020,SG_SCP_CORMEC,,BOOL,,1
2021,SG_SCP_CORMEC,,BOOL,,1
2022,SG_SCP_CORMEC,,BOOL,,1
2023,SG_SCP_CORMEC,,BOOL,,1
2024,SG_SCP_CORMEC,,BOOL,,1
