Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,_L_KE_100C01_01,,PT,A,0,,6.4
2015,_L_KE_100C01_01,,PT,A,0,,6.0
2016,_L_KE_100C01_01,,PT,A,0,,8.5
2017,_L_KE_100C01_01,,PT,A,0,,8.3
2018,_L_KE_100C01_01,,PT,A,0,,8.2
2019,_L_KE_100C01_01,,PT,A,0,,8.4
2020,_L_KE_100C01_01,,PT,A,0,,8.4
2021,_L_KE_100C01_01,,PT,A,0,,9.1
2022,_L_KE_100C01_01,,PT,A,0,,8.0
2023,_L_KE_100C01_01,,PT,A,0,,8.3
2024,_L_KE_100C01_01,,PT,A,0,,10.6
